Data de lançamento;Empresa;Conta;Referência;Nº documento;Chave de lançamento;Segmento;Elemento PEP;Centro custo;Centro de lucro;Texto;Moeda interna 2;Montante em MI2;Moeda interna;Montante em moeda interna
11/17/2025;F055;766000;;100178490;50;CBL_100;;200055;EXASERV_US;;EUR;-264.79;USD;0.00
11/17/2025;F055;766000;;100178493;50;CBL_100;;200055;EXASERV_US;;EUR;-294.40;USD;0.00
11/17/2025;F055;766000;;100178494;50;CBL_100;;200055;EXASERV_US;;EUR;-53.76;USD;0.00
11/17/2025;F055;766000;;100178497;50;CBL_000;;200055;EXASERV_US;;EUR;-5.95;USD;0.00
11/17/2025;F055;766000;;100178498;50;CBL_000;;200055;EXASERV_US;;EUR;-45.02;USD;0.00
11/17/2025;F055;766000;;100178499;50;CBL_000;;200055;EXASERV_US;;EUR;-0.15;USD;0.00
11/17/2025;F055;766000;;100178500;50;CBL_000;;200055;EXASERV_US;;EUR;-1.80;USD;0.00
10/31/2025;F055;766000;;100178512;50;CBL_100;;200055;EXASERV_US;;EUR;-1,996.74;USD;0.00
10/31/2025;F055;766000;;100178513;50;CBL_000;;200055;EXASERV_US;;EUR;-314.30;USD;0.00
9/30/2025;F055;766000;;100178514;50;CBL_000;;200055;EXASERV_US;;EUR;-184.41;USD;0.00
9/30/2025;F055;766000;;100178514;50;CBL_000;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
10/31/2025;F055;766000;;100178515;50;CBL_000;;200055;EXASERV_US;;EUR;-44.32;USD;0.00
11/20/2025;F055;766000;;100178518;50;CBL_100;;200055;EXASERV_US;;EUR;-390.72;USD;0.00
11/21/2025;F055;766000;;100178522;50;CBL_000;;200055;EXASERV_US;;EUR;-58.75;USD;0.00
11/1/2025;F055;766000;;100178526;50;CBL_000;;200055;EXASERV_US;;EUR;-147.89;USD;0.00
11/26/2025;F055;766000;;100178528;50;EXASERV_US;;200055;EXASERV_US;;EUR;-3,203.43;USD;-3,701.24
11/26/2025;F055;766000;;100178529;50;CBL_000;;200055;EXASERV_US;;EUR;-1,100.05;USD;0.00
11/28/2025;F055;766000;;100180990;50;CBL_000;;200055;EXASERV_US;;EUR;-0.15;USD;0.00
11/28/2025;F055;766000;;100180993;50;CBL_000;;200055;EXASERV_US;;EUR;-6.59;USD;0.00
11/28/2025;F055;766000;;100180994;50;CBL_000;;200055;EXASERV_US;;EUR;-43.99;USD;0.00
12/1/2025;F055;766000;;100181539;50;EXASERV_US;;600055;EXASERV_US;;EUR;-9.19;USD;0.00
12/1/2025;F055;766000;;100181540;50;EXASERV_US;;600055;EXASERV_US;;EUR;-0.44;USD;0.00
11/30/2025;F055;766000;;100181604;50;EXASERV_US;;500055;EXASERV_US;;EUR;-3.79;USD;0.00
11/30/2025;F055;766000;;100181606;50;EXASERV_US;;200055;EXASERV_US;;EUR;-0.27;USD;0.00
12/15/2025;F055;766000;;100181789;50;CBL_100;;200055;EXASERV_US;;EUR;-2.54;USD;0.00
12/15/2025;F055;766000;;100181790;50;CBL_100;;200055;EXASERV_US;;EUR;-2.24;USD;0.00
1/2/2026;F055;766000;;100181806;50;CBL_000;;200055;EXASERV_US;;EUR;-37.82;USD;0.00
1/2/2026;F055;766000;;100181807;50;CBL_000;;200055;EXASERV_US;;EUR;-616.82;USD;0.00
12/31/2025;F055;766000;;100184887;50;EXASERV_US;;200055;EXASERV_US;;EUR;-51.00;USD;0.00
12/31/2025;F055;766000;;100184888;50;CBL_000;;200055;EXASERV_US;;EUR;-133.19;USD;0.00
12/31/2025;F055;766000;;100184888;50;CBL_100;;200055;EXASERV_US;;EUR;-31.14;USD;0.00
12/31/2025;F055;766000;;100184888;50;EXASERV_US;;300055;EXASERV_US;;EUR;-0.77;USD;0.00
12/31/2025;F055;766000;;100184894;50;EXASERV_US;;100055;EXASERV_US;;EUR;-179.20;USD;0.00
12/31/2025;F055;766000;;100184897;50;EXASERV_US;;400055;EXASERV_US;;EUR;-42.86;USD;0.00
12/31/2025;F055;766000;;100184905;50;CBL_100;;200055;EXASERV_US;;EUR;-576.39;USD;0.00
12/16/2025;F055;766000;;100184914;50;CBL_000;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
1/12/2026;F055;766000;;100184918;50;CBL_000;;200055;EXASERV_US;;EUR;-51.99;USD;0.00
1/16/2026;F055;766000;;100184950;50;EXASERV_US;;200055;EXASERV_US;;EUR;-508.03;USD;-596.93
1/19/2026;F055;766000;;100184956;50;CBL_000;;200055;EXASERV_US;;EUR;-1.87;USD;0.00
1/1/2026;F055;766000;;100184962;50;CBL_000;;200055;EXASERV_US;;EUR;-44.35;USD;0.00
1/30/2026;F055;766000;;100186928;50;CBL_100;;200055;EXASERV_US;;EUR;-0.02;USD;0.00
1/31/2026;F055;766000;;100188289;50;CBL_100;;200055;EXASERV_US;;EUR;-465.36;USD;0.00
1/31/2026;F055;766000;;100188290;50;CBL_100;;200055;EXASERV_US;;EUR;-554.83;USD;0.00
1/31/2026;F055;766000;;100188292;50;EXASERV_US;;200055;EXASERV_US;;EUR;-38.80;USD;0.00
1/31/2026;F055;766000;;100188293;50;SAP;;200055;EXASERV_US;;EUR;-190.67;USD;0.00
1/31/2026;F055;766000;;100188293;50;CBL_100;;200055;EXASERV_US;;EUR;-29.26;USD;0.00
1/31/2026;F055;766000;;100188294;50;EXASERV_US;;200055;EXASERV_US;;EUR;-43.17;USD;0.00
1/31/2026;F055;766000;;100188298;50;EXASERV_US;;200055;EXASERV_US;;EUR;-2.28;USD;0.00
1/1/2026;F055;766000;;100188306;50;CBL_000;;200055;EXASERV_US;;EUR;-4,021.51;USD;0.00
1/1/2026;F055;766000;;100188307;50;CBL_000;;200055;EXASERV_US;;EUR;-857.23;USD;0.00
1/31/2026;F055;766000;;100188487;50;EXASERV_US;;200055;EXASERV_US;;EUR;-1,762.43;USD;-2,100.64
2/10/2026;F055;766000;;100188521;50;CBL_000;;200055;EXASERV_US;;EUR;-137.38;USD;0.00
1/1/2026;F055;766000;;100188553;50;CBL_000;;200055;EXASERV_US;;EUR;-38.95;USD;0.00
1/31/2026;F055;766000;;100188558;50;CBL_100;;200055;EXASERV_US;;EUR;-2,650.46;USD;0.00
1/31/2026;F055;766000;;100188563;50;CBL_100;;200055;EXASERV_US;;EUR;-112.95;USD;0.00
1/31/2026;F055;766000;;100188564;50;EXASERV_US;;600055;EXASERV_US;;EUR;-271.09;USD;0.00
1/31/2026;F055;766000;;100188565;50;EXASERV_US;;200055;EXASERV_US;;EUR;-0.72;USD;0.00
1/31/2026;F055;766000;;100188568;50;EXASERV_US;;400055;EXASERV_US;;EUR;-75.50;USD;0.00
2/12/2026;F055;766000;;100188569;50;CBL_000;;200055;EXASERV_US;;EUR;-201.73;USD;0.00
2/16/2026;F055;766000;;100188582;50;CBL_000;;200055;EXASERV_US;;EUR;-570.30;USD;0.00
2/16/2026;F055;766000;;100188582;50;CBL_000;;200055;EXASERV_US;;EUR;-85.27;USD;0.00
2/25/2026;F055;766000;;100188593;50;CBL_000;;200055;EXASERV_US;;EUR;-2.65;USD;0.00
4/11/2025;F055;766000;COSTUMER;1400001799;50;CBL_100;;200055;EXASERV_US;;EUR;-8.79;USD;0.00
4/21/2025;F055;766000;COSTUMER;1400001813;50;CBL_100;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
6/2/2025;F055;766000;COSTUMER;1400001891;50;CBL_100;;200055;EXASERV_US;;EUR;-13.45;USD;0.00
6/6/2025;F055;766000;COSTUMER;1400001895;50;CBL_100;;200055;EXASERV_US;;EUR;-1.61;USD;0.00
6/6/2025;F055;766000;COSTUMER;1400001898;50;CBL_100;;200055;EXASERV_US;;EUR;-53.52;USD;0.00
6/13/2025;F055;766000;COSTUMER;1400001903;50;CBL_000;;200055;EXASERV_US;;EUR;-285.57;USD;0.00
6/13/2025;F055;766000;COSTUMER;1400001905;50;CBL_000;;200055;EXASERV_US;;EUR;-150.54;USD;0.00
6/13/2025;F055;766000;COSTUMER;1400001906;50;CBL_100;;200055;EXASERV_US;;EUR;-166.70;USD;0.00
6/13/2025;F055;766000;COSTUMER;1400001908;50;CBL_100;;200055;EXASERV_US;;EUR;-9.80;USD;0.00
6/16/2025;F055;766000;COSTUMER;1400001910;50;CBL_100;;200055;EXASERV_US;;EUR;-8.88;USD;0.00
6/16/2025;F055;766000;COSTUMER;1400001911;50;CBL_100;;200055;EXASERV_US;;EUR;-12.66;USD;0.00
6/16/2025;F055;766000;COSTUMER;1400001913;50;CBL_000;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
6/18/2025;F055;766000;COSTUMER;1400001915;50;CBL_100;;200055;EXASERV_US;;EUR;-56.30;USD;0.00
6/18/2025;F055;766000;COSTUMER;1400001916;50;CBL_100;;200055;EXASERV_US;;EUR;-7.85;USD;0.00
6/24/2025;F055;766000;COSTUMER;1400001919;50;CBL_000;;200055;EXASERV_US;;EUR;-4.48;USD;0.00
6/25/2025;F055;766000;COSTUMER;1400001920;50;CBL_100;;200055;EXASERV_US;;EUR;-28.36;USD;0.00
6/25/2025;F055;766000;COSTUMER;1400001922;50;CBL_000;;200055;EXASERV_US;;EUR;-52.53;USD;0.00
6/27/2025;F055;766000;COSTUMER;1400001928;50;CBL_100;;200055;EXASERV_US;;EUR;-49.43;USD;0.00
6/27/2025;F055;766000;COSTUMER;1400001930;50;CBL_100;;200055;EXASERV_US;;EUR;-80.25;USD;0.00
6/27/2025;F055;766000;COSTUMER;1400001931;50;CBL_000;;200055;EXASERV_US;;EUR;-41.02;USD;0.00
6/27/2025;F055;766000;COSTUMER;1400001932;50;CBL_000;;200055;EXASERV_US;;EUR;-14.50;USD;0.00
6/30/2025;F055;766000;COSTUMER;1400001935;50;CBL_100;;200055;EXASERV_US;;EUR;-0.58;USD;0.00
6/30/2025;F055;766000;COSTUMER;1400001936;50;CBL_100;;200055;EXASERV_US;;EUR;-62.83;USD;0.00
8/18/2025;F055;766000;ENCAISSEMENT;1400002030;50;CBL_000;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
8/22/2025;F055;766000;ENCAISSEMENT;1400002034;50;CBL_000;;200055;EXASERV_US;;EUR;-905.41;USD;0.00
8/22/2025;F055;766000;ENCAISSEMENT;1400002035;50;CBL_000;;200055;EXASERV_US;;EUR;-503.00;USD;0.00
8/26/2025;F055;766000;ENCAISSEMENT;1400002037;50;CBL_100;;200055;EXASERV_US;;EUR;-10.19;USD;0.00
8/26/2025;F055;766000;ENCAISSEMENT;1400002038;50;CBL_100;;200055;EXASERV_US;;EUR;-1,363.14;USD;0.00
8/27/2025;F055;766000;ENCAISSEMENT;1400002039;50;CBL_100;;200055;EXASERV_US;;EUR;-275.34;USD;0.00
8/27/2025;F055;766000;ENCAISSEMENT;1400002040;50;CBL_100;;200055;EXASERV_US;;EUR;-383.70;USD;0.00
8/27/2025;F055;766000;ENCAISSEMENT;1400002041;50;CBL_000;;200055;EXASERV_US;;EUR;-256.27;USD;0.00
8/28/2025;F055;766000;ENCAISSEMENT;1400002042;50;CBL_000;;200055;EXASERV_US;;EUR;-66.40;USD;0.00
8/28/2025;F055;766000;ENCAISSEMENT;1400002043;50;CBL_000;;200055;EXASERV_US;;EUR;-136.01;USD;0.00
8/28/2025;F055;766000;ENCAISSEMENT;1400002044;50;CBL_100;;200055;EXASERV_US;;EUR;-137.67;USD;0.00
8/29/2025;F055;766000;ENCAISSEMENT;1400002045;50;CBL_000;;200055;EXASERV_US;;EUR;-32.99;USD;0.00
8/29/2025;F055;766000;ENCAISSEMENT;1400002046;50;CBL_100;;200055;EXASERV_US;;EUR;-806.96;USD;0.00
8/29/2025;F055;766000;ENCAISSEMENT;1400002047;50;CBL_100;;200055;EXASERV_US;;EUR;-882.27;USD;0.00
9/2/2025;F055;766000;ENCAISSEMENT;1400002049;50;CBL_000;;200055;EXASERV_US;;EUR;-133.07;USD;0.00
9/2/2025;F055;766000;ENCAISSEMENT;1400002050;50;CBL_100;;200055;EXASERV_US;;EUR;-39.56;USD;0.00
9/3/2025;F055;766000;ENCAISSEMENT;1400002052;50;CBL_000;;200055;EXASERV_US;;EUR;-108.90;USD;0.00
9/3/2025;F055;766000;ENCAISSEMENT;1400002052;50;CBL_100;;200055;EXASERV_US;;EUR;-50.14;USD;0.00
9/3/2025;F055;766000;ENCAISSEMENT;1400002053;50;CBL_000;;200055;EXASERV_US;;EUR;-403.05;USD;0.00
9/4/2025;F055;766000;ENCAISSEMENT;1400002054;50;CBL_100;;200055;EXASERV_US;;EUR;-103.96;USD;0.00
9/5/2025;F055;766000;ENCAISSEMENT;1400002055;50;CBL_100;;200055;EXASERV_US;;EUR;-0.23;USD;0.00
9/5/2025;F055;766000;ENCAISSEMENT;1400002056;50;CBL_100;;200055;EXASERV_US;;EUR;-0.79;USD;0.00
9/5/2025;F055;766000;ENCAISSEMENT;1400002057;50;CBL_100;;200055;EXASERV_US;;EUR;-134.91;USD;0.00
9/9/2025;F055;766000;ENCAISSEMENT;1400002058;50;CBL_000;;200055;EXASERV_US;;EUR;-204.20;USD;0.00
9/11/2025;F055;766000;ENCAISSEMENT;1400002060;50;CBL_100;;200055;EXASERV_US;;EUR;-36.30;USD;0.00
9/11/2025;F055;766000;ENCAISSEMENT;1400002061;50;CBL_000;;200055;EXASERV_US;;EUR;-14.52;USD;0.00
9/12/2025;F055;766000;ENCAISSEMENT;1400002063;50;CBL_000;;200055;EXASERV_US;;EUR;-260.02;USD;0.00
9/12/2025;F055;766000;ENCAISSEMENT;1400002065;50;CBL_100;;200055;EXASERV_US;;EUR;-15.88;USD;0.00
9/12/2025;F055;766000;ENCAISSEMENT;1400002066;50;CBL_100;;200055;EXASERV_US;;EUR;-160.70;USD;0.00
9/12/2025;F055;766000;ENCAISSEMENT;1400002067;50;CBL_100;;200055;EXASERV_US;;EUR;-102.76;USD;0.00
9/12/2025;F055;766000;ENCAISSEMENT;1400002068;50;CBL_100;;200055;EXASERV_US;;EUR;-42.88;USD;0.00
9/15/2025;F055;766000;ENCAISSEMENT;1400002070;50;CBL_100;;200055;EXASERV_US;;EUR;-15.29;USD;0.00
9/16/2025;F055;766000;ENCAISSEMENT;1400002074;50;CBL_100;;200055;EXASERV_US;;EUR;-75.56;USD;0.00
9/16/2025;F055;766000;ENCAISSEMENT;1400002075;50;CBL_000;;200055;EXASERV_US;;EUR;-158.77;USD;0.00
9/17/2025;F055;766000;ENCAISSEMENT;1400002076;50;CBL_100;;200055;EXASERV_US;;EUR;-65.35;USD;0.00
9/17/2025;F055;766000;ENCAISSEMENT;1400002077;50;CBL_100;;200055;EXASERV_US;;EUR;-0.18;USD;0.00
9/18/2025;F055;766000;ENCAISSEMENT;1400002078;50;CBL_100;;200055;EXASERV_US;;EUR;-19.53;USD;0.00
9/29/2025;F055;766000;ENCAISSEMENT;1400002094;50;CBL_100;;200055;EXASERV_US;;EUR;-87.46;USD;0.00
9/29/2025;F055;766000;ENCAISSEMENT;1400002096;50;CBL_000;;200055;EXASERV_US;;EUR;-7.71;USD;0.00
9/29/2025;F055;766000;ENCAISSEMENT;1600000068;40;CBL_000;;200055;EXASERV_US;;EUR;7.71;USD;0.00
9/26/2025;F055;766000;ENCAISSEMENT;1400002100;50;CBL_000;;200055;EXASERV_US;;EUR;-27.77;USD;0.00
11/3/2025;F055;766000;ENCAISSEMENT;1400002156;50;CBL_100;;200055;EXASERV_US;;EUR;-1,146.91;USD;0.00
11/3/2025;F055;766000;ENCAISSEMENT;1400002158;50;CBL_000;;200055;EXASERV_US;;EUR;-226.42;USD;0.00
11/4/2025;F055;766000;ENCAISSEMENT;1400002159;50;CBL_000;;200055;EXASERV_US;;EUR;-10.48;USD;0.00
11/4/2025;F055;766000;ENCAISSEMENT;1400002160;50;CBL_100;;200055;EXASERV_US;;EUR;-134.84;USD;0.00
11/5/2025;F055;766000;ENCAISSEMENT;1400002161;50;CBL_100;;200055;EXASERV_US;;EUR;-152.33;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002164;50;CBL_100;;200055;EXASERV_US;;EUR;-531.41;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002165;50;CBL_100;;200055;EXASERV_US;;EUR;-66.17;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002166;50;CBL_100;;200055;EXASERV_US;;EUR;-61.52;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002167;50;CBL_100;;200055;EXASERV_US;;EUR;-115.05;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002168;50;CBL_100;;200055;EXASERV_US;;EUR;-2.21;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002169;50;CBL_100;;200055;EXASERV_US;;EUR;-1.20;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002170;50;CBL_100;;200055;EXASERV_US;;EUR;-41.35;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002171;50;CBL_100;;200055;EXASERV_US;;EUR;-111.78;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002172;50;CBL_100;;200055;EXASERV_US;;EUR;-264.71;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002173;50;CBL_100;;200055;EXASERV_US;;EUR;-285.83;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002174;50;CBL_000;;200055;EXASERV_US;;EUR;-248.97;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002175;50;CBL_100;;200055;EXASERV_US;;EUR;-301.89;USD;0.00
11/7/2025;F055;766000;ENCAISSEMENT;1400002176;50;CBL_100;;200055;EXASERV_US;;EUR;-31.65;USD;0.00
11/12/2025;F055;766000;ENCAISSEMENT;1400002180;50;CBL_100;;200055;EXASERV_US;;EUR;-64.97;USD;0.00
11/13/2025;F055;766000;ENCAISSEMENT;1400002182;50;CBL_000;;200055;EXASERV_US;;EUR;-33.97;USD;0.00
11/13/2025;F055;766000;ENCAISSEMENT;1400002183;50;CBL_100;;200055;EXASERV_US;;EUR;-241.83;USD;0.00
11/14/2025;F055;766000;ENCAISSEMENT;1400002184;50;CBL_100;;200055;EXASERV_US;;EUR;-20.99;USD;0.00
11/14/2025;F055;766000;ENCAISSEMENT;1400002185;50;CBL_000;;200055;EXASERV_US;;EUR;-62.35;USD;0.00
11/14/2025;F055;766000;ENCAISSEMENT;1400002186;50;CBL_000;;200055;EXASERV_US;;EUR;-1,061.54;USD;0.00
11/14/2025;F055;766000;ENCAISSEMENT;1400002188;50;CBL_100;;200055;EXASERV_US;;EUR;-48.24;USD;0.00
11/14/2025;F055;766000;ENCAISSEMENT;1400002189;50;CBL_100;;200055;EXASERV_US;;EUR;-40.80;USD;0.00
11/17/2025;F055;766000;ENCAISSEMENT;1400002192;50;CBL_100;;200055;EXASERV_US;;EUR;-46.44;USD;0.00
11/18/2025;F055;766000;ENCAISSEMENT;1400002194;50;CBL_100;;200055;EXASERV_US;;EUR;-151.72;USD;0.00
11/18/2025;F055;766000;ENCAISSEMENT;1400002196;50;CBL_100;;200055;EXASERV_US;;EUR;-421.81;USD;0.00
11/19/2025;F055;766000;ENCAISSEMENT;1400002197;50;CBL_100;;200055;EXASERV_US;;EUR;-54.28;USD;0.00
11/19/2025;F055;766000;ENCAISSEMENT;1400002198;50;CBL_100;;200055;EXASERV_US;;EUR;-1.93;USD;0.00
11/20/2025;F055;766000;ENCAISSEMENT;1400002199;50;CBL_100;;200055;EXASERV_US;;EUR;-688.91;USD;0.00
11/20/2025;F055;766000;ENCAISSEMENT;1400002200;50;CBL_100;;200055;EXASERV_US;;EUR;-418.48;USD;0.00
11/21/2025;F055;766000;ENCAISSEMENT;1400002201;50;CBL_100;;200055;EXASERV_US;;EUR;-115.07;USD;0.00
11/21/2025;F055;766000;ENCAISSEMENT;1400002202;50;CBL_100;;200055;EXASERV_US;;EUR;-10.26;USD;0.00
11/21/2025;F055;766000;ENCAISSEMENT;1400002204;50;CBL_100;;200055;EXASERV_US;;EUR;-507.70;USD;0.00
11/26/2025;F055;766000;ENCAISSEMENT;1400002210;50;CBL_100;;200055;EXASERV_US;;EUR;-109.73;USD;0.00
11/28/2025;F055;766000;ENCAISSEMENT;1400002213;50;CBL_000;;200055;EXASERV_US;;EUR;-167.89;USD;0.00
12/2/2025;F055;766000;ENCAISSEMENT;1400002215;50;CBL_000;;200055;EXASERV_US;;EUR;-41.24;USD;0.00
12/2/2025;F055;766000;ENCAISSEMENT;1400002216;50;CBL_000;;200055;EXASERV_US;;EUR;-78.87;USD;0.00
12/4/2025;F055;766000;ENCAISSEMENT;1400002219;50;CBL_100;;200055;EXASERV_US;;EUR;-190.94;USD;0.00
12/5/2025;F055;766000;ENCAISSEMENT;1400002222;50;CBL_100;;200055;EXASERV_US;;EUR;-466.75;USD;0.00
12/8/2025;F055;766000;ENCAISSEMENT;1400002225;50;CBL_100;;200055;EXASERV_US;;EUR;-18.80;USD;0.00
12/8/2025;F055;766000;ENCAISSEMENT;1400002226;50;CBL_100;;200055;EXASERV_US;;EUR;-97.88;USD;0.00
12/8/2025;F055;766000;ENCAISSEMENT;1400002227;50;CBL_000;;200055;EXASERV_US;;EUR;-33.51;USD;0.00
12/8/2025;F055;766000;ENCAISSEMENT;1400002227;50;CBL_100;;200055;EXASERV_US;;EUR;-34.80;USD;0.00
12/12/2025;F055;766000;ENCAISSEMENT;1400002236;50;CBL_000;;200055;EXASERV_US;;EUR;-141.75;USD;0.00
12/12/2025;F055;766000;ENCAISSEMENT;1400002237;50;CBL_100;;200055;EXASERV_US;;EUR;-108.45;USD;0.00
12/15/2025;F055;766000;ENCAISSEMENT;1400002242;50;CBL_000;;200055;EXASERV_US;;EUR;-180.41;USD;0.00
12/17/2025;F055;766000;ENCAISSEMENT;1400002244;50;CBL_000;;200055;EXASERV_US;;EUR;-13.15;USD;0.00
12/17/2025;F055;766000;ENCAISSEMENT;1400002245;50;CBL_100;;200055;EXASERV_US;;EUR;-743.51;USD;0.00
12/17/2025;F055;766000;ENCAISSEMENT;1400002248;50;CBL_100;;200055;EXASERV_US;;EUR;-103.16;USD;0.00
12/18/2025;F055;766000;ENCAISSEMENT;1400002250;50;CBL_100;;200055;EXASERV_US;;EUR;-699.12;USD;0.00
12/19/2025;F055;766000;ENCAISSEMENT;1400002255;50;CBL_100;;200055;EXASERV_US;;EUR;-75.05;USD;0.00
12/22/2025;F055;766000;ENCAISSEMENT;1400002257;50;CBL_000;;200055;EXASERV_US;;EUR;-81.04;USD;0.00
12/22/2025;F055;766000;ENCAISSEMENT;1400002258;50;CBL_000;;200055;EXASERV_US;;EUR;-77.04;USD;0.00
12/26/2025;F055;766000;ENCAISSEMENT;1400002264;50;CBL_100;;200055;EXASERV_US;;EUR;-233.96;USD;0.00
4/15/2025;F055;766000;DECAISSEMENT;1500000897;50;EXASERV_US;;600055;EXASERV_US;;EUR;-5.23;USD;0.00
7/18/2025;F055;766000;DECAISSEMENT;1500000967;50;EXASERV_US;;600055;EXASERV_US;;EUR;-62.95;USD;0.00
7/22/2025;F055;766000;DECAISSEMENT;1500000974;50;EXASERV_US;;600055;EXASERV_US;;EUR;-13.73;USD;0.00
7/23/2025;F055;766000;DECAISSEMENT;1500000978;50;CBL_000;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
7/23/2025;F055;766000;DECAISSEMENT;1500000978;50;CBL_100;;200055;EXASERV_US;;EUR;0.00;USD;-0.01
8/18/2025;F055;766000;DECAISSEMENT;1500001044;50;CBL_000;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
8/27/2025;F055;766000;DECAISSEMENT;1500001063;50;EXASERV_US;;600055;EXASERV_US;;EUR;-23.63;USD;0.00
8/27/2025;F055;766000;DECAISSEMENT;1500001067;50;EXASERV_US;;600055;EXASERV_US;;EUR;-23.63;USD;0.00
9/8/2025;F055;766000;DECAISSEMENT;1500001093;50;CBL_000;;200055;EXASERV_US;;EUR;-66.98;USD;0.00
9/8/2025;F055;766000;DECAISSEMENT;1500001093;50;CBL_100;;200055;EXASERV_US;;EUR;-137.47;USD;0.00
9/26/2025;F055;766000;DECAISSEMENT;1500001114;50;CBL_100;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
9/26/2025;F055;766000;DECAISSEMENT;1500001116;50;EXASERV_US;;600055;EXASERV_US;;EUR;-59.42;USD;0.00
10/7/2025;F055;766000;DECAISSEMENT;1500001131;50;CBL_100;;200055;EXASERV_US;;EUR;-292.97;USD;0.00
10/20/2025;F055;766000;DECAISSEMENT;1500001144;50;CBL_100;;200055;EXASERV_US;;EUR;-282.56;USD;0.00
10/27/2025;F055;766000;DECAISSEMENT;1500001153;50;EXASERV_US;;100055;EXASERV_US;;EUR;-161.79;USD;0.00
10/31/2025;F055;766000;DECAISSEMENT;1500001171;50;EXASERV_US;;600055;EXASERV_US;;EUR;-64.14;USD;0.00
11/6/2025;F055;766000;DECAISSEMENT;1500001200;50;EXASERV_US;;600055;EXASERV_US;;EUR;-53.41;USD;0.00
11/19/2025;F055;766000;DECAISSEMENT;1500001223;50;CBL_100;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
11/28/2025;F055;766000;DECAISSEMENT;1500001229;50;CBL_000;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
12/15/2025;F055;766000;DECAISSEMENT;1500001263;50;CBL_000;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
1/7/2026;F055;766000;DECAISSEMENT;1500001299;50;EXASERV_US;;600055;EXASERV_US;;EUR;-48.00;USD;0.00
1/8/2026;F055;766000;DECAISSEMENT;1500001302;50;EXASERV_US;;500055;EXASERV_US;;EUR;-189.69;USD;0.00
1/8/2026;F055;766000;DECAISSEMENT;1500001305;50;EXASERV_US;;600055;EXASERV_US;;EUR;-10.65;USD;0.00
1/8/2026;F055;766000;DECAISSEMENT;1500001306;50;EXASERV_US;;600055;EXASERV_US;;EUR;-4.82;USD;0.00
1/9/2026;F055;766000;DECAISSEMENT;1500001309;50;EXASERV_US;;600055;EXASERV_US;;EUR;-13.90;USD;0.00
1/9/2026;F055;766000;DECAISSEMENT;1500001310;50;EXASERV_US;;600055;EXASERV_US;;EUR;-6.50;USD;0.00
1/9/2026;F055;766000;DECAISSEMENT;1500001311;50;CBL_100;;200055;EXASERV_US;;EUR;-10.29;USD;0.00
1/27/2026;F055;766000;DECAISSEMENT;1500001344;50;EXASERV_US;;100055;EXASERV_US;;EUR;-179.20;USD;0.00
2/2/2026;F055;766000;DECAISSEMENT;1500001360;50;EXASERV_US;;600055;EXASERV_US;;EUR;-8.85;USD;0.00
2/2/2026;F055;766000;DECAISSEMENT;1500001362;50;EXASERV_US;;600055;EXASERV_US;;EUR;-117.51;USD;0.00
2/2/2026;F055;766000;DECAISSEMENT;1500001363;50;EXASERV_US;;400055;EXASERV_US;;EUR;-44.37;USD;0.00
2/9/2026;F055;766000;DECAISSEMENT;1500001385;50;CBL_100;;200055;EXASERV_US;;EUR;-27.65;USD;0.00
2/11/2026;F055;766000;DECAISSEMENT;1500001391;50;CBL_000;;200055;EXASERV_US;;EUR;-215.16;USD;0.00
2/11/2026;F055;766000;DECAISSEMENT;1500001391;50;CBL_100;;200055;EXASERV_US;;EUR;-391.80;USD;0.00
2/11/2026;F055;766000;DECAISSEMENT;1500001391;50;SAP;;200055;EXASERV_US;;EUR;-14.48;USD;0.00
2/13/2026;F055;766000;DECAISSEMENT;1500001398;50;EXASERV_US;;500055;EXASERV_US;;EUR;-173.39;USD;0.00
2/13/2026;F055;766000;DECAISSEMENT;1500001398;50;EXASERV_US;;600055;EXASERV_US;;EUR;-54.74;USD;0.00
2/23/2026;F055;766000;DECAISSEMENT;1500001410;50;CBL_000;;200055;EXASERV_US;;EUR;-0.01;USD;0.00
