ChAc;G/L Acct;B/S acct;G/L acct;Group Acct;Date;Created by;AT;AcGp;Samp. acct;Tr.Prt;DelFl;Crtn.block;Pstg block;Plan.block;Search Term;Func. Area;Short Text;G/L Acct Long Text;G/L long text;P&L LVL 1;P&L LVL 2;P&L LVL 3;P&L LVL 4;P&L LVL 5;P&L LVL 6;P&L LVL 7
PCOP;451870;X;451870;;18.01.2011;PDUP;;BIL.;;;;;;;;;Accrued interest on;Accrued interest on current account (income);ACCRUED INTEREST ON CURRE;;;;;;;
PCOP;451989;X;451989;;24.07.2024;JGUE;;BIL.;;;;;;;;;CPTE CRT BLOQU BIDCO;COMPTE COURANT BLOQUE BIDCO HR PATH;COMPTE COURANT BLOQUE BID;;;;;;;
PCOP;455100;X;455100;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Partners' current ac;Partners' current accounts: principal;PARTNERS' CURRENT ACCOUNT;;;;;;;
PCOP;455800;X;455800;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Partners' current ac;Partners' current accounts: accrued interest;PARTNERS' CURRENT ACCOUNT;;;;;;;
PCOP;456110;X;456110;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Partners' contributi;Partners' contributions in kind;PARTNERS' CONTRIBUTIONS I;;;;;;;
PCOP;456150;X;456150;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Partners' cash contr;Partners' cash contributions;PARTNERS' CASH CONTRIBUTI;;;;;;;
PCOP;456300;X;456300;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Payments received fo;Payments received for capital increase;PAYMENTS RECEIVED FOR CAP;;;;;;;
PCOP;456400;X;456400;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Advance payments by;Advance payments by partners;ADVANCE PAYMENTS BY PARTN;;;;;;;
PCOP;457000;X;457000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Dividends payable to;Dividends payable to partners;DIVIDENDS PAYABLE TO PART;;;;;;;
PCOP;462000;X;462000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Receivables from ass;Receivables from asset disposals;RECEIVABLES FROM ASSET DI;;;;;;;
PCOP;464000;X;464000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Liabilities for acqu;Liabilities for acquisition of marketable securiti;LIABILITIES FOR ACQUISITI;;;;;;;
PCOP;465000;X;465000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Receivables from sal;Receivables from sale of marketable securities;RECEIVABLES FROM SALE OF;;;;;;;
PCOP;467000;X;467000;;25.03.2007;CCOCUELLE;;RECO;;;;;;;;;Expense notes;Expense notes;EXPENSE NOTES;;;;;;;
PCOP;467100;X;467100;;04.01.2021;JGUE;;BIL.;;;;;;;;;FACTOR;FACTOR;FACTOR;;;;;;;
PCOP;467300;X;467300;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Other debtors;Other debtors;OTHER DEBTORS;;;;;;;
PCOP;467400;X;467400;;04.01.2011;PDUP;;BIL.;;;;;;;;;Liabilities for acqu;Liabilities for acquisition of equity shares;LIABILITIES FOR ACQUISITI;;;;;;;
PCOP;468600;X;468600;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Other charges payabl;Other charges payable;OTHER CHARGES PAYABLE;;;;;;;
PCOP;468700;X;468700;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Other receivables;Other receivables;OTHER RECEIVABLES;;;;;;;
PCOP;471000;X;471000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Suspense account - A;Suspense account - A;SUSPENSE ACCOUNT - A;;;;;;;
PCOP;472000;X;472000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Suspense account - B;Suspense account - B;SUSPENSE ACCOUNT - B;;;;;;;
PCOP;486000;X;486000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Prepaid expenses;Prepaid expenses;PREPAID EXPENSES;;;;;;;
PCOP;487000;X;487000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Deferred income;Deferred income;DEFERRED INCOME;;;;;;;
PCOP;488600;X;488600;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Subscription account;Subscription accounts - charges;SUBSCRIPTION ACCOUNTS - C;;;;;;;
PCOP;488700;X;488700;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Subscription account;Subscription accounts - income;SUBSCRIPTION ACCOUNTS - I;;;;;;;
PCOP;491000;X;491000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Provision for deprec;Provision for depreciation of customer accounts;PROVISION FOR DEPRECIATIO;;;;;;;
PCOP;495100;X;495100;;09.12.2013;PDUP;;BIL.;;;;;;;;;PROV. POUR DEPREC.-;PROV. POUR DEPREC.- COMPTES COURANTS GRO;PROV. POUR DEPREC.- COMPT;;;;;;;
PCOP;495500;X;495500;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Provision for deprec;Provision for depreciation of partners' current ac;PROVISION FOR DEPRECIATIO;;;;;;;
PCOP;496200;X;496200;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Provision for deprec;Provision for depreciation of receivables on asset;PROVISION FOR DEPRECIATIO;;;;;;;
PCOP;496500;X;496500;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Provision for deprec;Provision for depreciation of receivables from mar;PROVISION FOR DEPRECIATIO;;;;;;;
PCOP;496700;X;496700;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Provision for deprec;Provision for depreciation of other debtor account;PROVISION FOR DEPRECIATIO;;;;;;;
PCOP;503000;X;503000;;19.06.2008;PLE;;BIL.;;;;;;;;;Investments;Investments;INVESTMENTS;;;;;;;
PCOP;503100;X;503100;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;HSBC shares;HSBC shares;HSBC SHARES;;;;;;;
PCOP;503200;X;503200;;24.11.2008;JCO;;BIL.;;;;;;;;;SG shares;SG shares;SG SHARES;;;;;;;
PCOP;503500;X;503500;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Shares - unlisted se;Shares - unlisted securities;SHARES - UNLISTED SECURIT;;;;;;;
PCOP;506100;X;506100;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Bonds - listed secur;Bonds - listed securities;BONDS - LISTED SECURITIES;;;;;;;
PCOP;506500;X;506500;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Bonds - unlisted sec;Bonds - unlisted securities;BONDS - UNLISTED SECURITI;;;;;;;
PCOP;507000;X;507000;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Treasury and cash bo;Treasury and cash bonds - short term;TREASURY AND CASH BONDS -;;;;;;;
PCOP;508100;X;508100;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Other securities;Other securities;OTHER SECURITIES;;;;;;;
PCOP;508800;X;508800;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Accrued interest on;Accrued interest on bonds, cash bonds, and similar;ACCRUED INTEREST ON BONDS;;;;;;;
PCOP;511100;X;511100;;25.03.2007;CCOCUELLE;;BIL.;;;;;;;;;Coupons due for coll;Coupons due for collection;COUPONS DUE FOR COLLECTIO;;;;;;;
PCOP;511200;X;511200;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Received checks;Received checks;RECEIVED CHECKS;;;;;;;
PCOP;511201;X;511201;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG received checks;SG received checks;SG RECEIVED CHECKS;;;;;;;
PCOP;511202;X;511202;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC received checks;HSBC received checks;HSBC RECEIVED CHECKS;;;;;;;
PCOP;511203;X;511203;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC received checks;BIC received checks;BIC RECEIVED CHECKS;;;;;;;
PCOP;511300;X;511300;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Notes for collection;Notes for collection;NOTES FOR COLLECTION;;;;;;;
PCOP;511301;X;511301;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG notes for collect;SG notes for collection;SG NOTES FOR COLLECTION;;;;;;;
PCOP;511302;X;511302;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC notes for colle;HSBC notes for collection;HSBC NOTES FOR COLLECTION;;;;;;;
PCOP;511303;X;511303;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC notes for collec;BIC notes for collection;BIC NOTES FOR COLLECTION;;;;;;;
PCOP;511304;X;511304;;25.06.2009;JCO;;SAKO;;;;;;;;;BNP notes for collec;BNP notes for collection;BNP NOTES FOR COLLECTION;;;;;;;
PCOP;511400;X;511400;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Discounted notes;Discounted notes;DISCOUNTED NOTES;;;;;;;
PCOP;511401;X;511401;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG discounted notes;SG discounted notes;SG DISCOUNTED NOTES;;;;;;;
PCOP;511402;X;511402;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC discounted note;HSBC discounted notes;HSBC DISCOUNTED NOTES;;;;;;;
PCOP;511403;X;511403;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC discounted notes;BIC discounted notes;BIC DISCOUNTED NOTES;;;;;;;
PCOP;511404;X;511404;;25.06.2009;JCO;;SAKO;;;;;;;;;BNP discounted notes;BNP discounted notes;BNP DISCOUNTED NOTES;;;;;;;
PCOP;511500;X;511500;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Domestic transfers r;Domestic transfers received;DOMESTIC TRANSFERS RECEIV;;;;;;;
PCOP;511501;X;511501;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG domestic transfer;SG domestic transfers received;SG DOMESTIC TRANSFERS REC;;;;;;;
PCOP;511502;X;511502;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC domestic transf;HSBC domestic transfers received;HSBC DOMESTIC TRANSFERS R;;;;;;;
PCOP;511503;X;511503;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC domestic transfe;BIC domestic transfers received;BIC DOMESTIC TRANSFERS RE;;;;;;;
PCOP;511510;X;511510;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Foreign transfers re;Foreign transfers received;FOREIGN TRANSFERS RECEIVE;;;;;;;
PCOP;511511;X;511511;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG foreign transfers;SG foreign transfers received;SG FOREIGN TRANSFERS RECE;;;;;;;
PCOP;511512;X;511512;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC foreign transfe;HSBC foreign transfers received;HSBC FOREIGN TRANSFERS RE;;;;;;;
PCOP;511513;X;511513;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC foreign transfer;BIC foreign transfers received;BIC FOREIGN TRANSFERS REC;;;;;;;
PCOP;511600;X;511600;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Issued checks;Issued checks;ISSUED CHECKS;;;;;;;
PCOP;511601;X;511601;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG issued checks;SG issued checks;SG ISSUED CHECKS;;;;;;;
PCOP;511602;X;511602;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC issued checks;HSBC issued checks;HSBC ISSUED CHECKS;;;;;;;
PCOP;511603;X;511603;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC issued checks;BIC issued checks;BIC ISSUED CHECKS;;;;;;;
PCOP;511700;X;511700;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Transfers to be paid;Transfers to be paid (notified);TRANSFERS TO BE PAID (NOT;;;;;;;
PCOP;511701;X;511701;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG transfers (notifi;SG transfers (notified);SG TRANSFERS (NOTIFIED);;;;;;;
PCOP;511702;X;511702;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC transfers (noti;HSBC transfers (notified);HSBC TRANSFERS (NOTIFIED);;;;;;;
PCOP;511703;X;511703;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC transfers (notif;BIC transfers (notified);BIC TRANSFERS (NOTIFIED);;;;;;;
PCOP;511710;X;511710;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Transfers to be paid;Transfers to be paid (not notified);TRANSFERS TO BE PAID (NOT;;;;;;;
PCOP;511711;X;511711;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG transfers (not no;SG transfers (not notified);SG TRANSFERS (NOT NOTIFIE;;;;;;;
PCOP;511712;X;511712;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC transfers (not;HSBC transfers (not notified);HSBC TRANSFERS (NOT NOTIF;;;;;;;
PCOP;511713;X;511713;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC transfers (not n;BIC transfers (not notified);BIC TRANSFERS (NOT NOTIFI;;;;;;;
PCOP;511800;X;511800;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Bank reconciliation;Bank reconciliation;BANK RECONCILIATION;;;;;;;
PCOP;511801;X;511801;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG domestic transfer;SG domestic transfers issued;SG DOMESTIC TRANSFERS ISS;;;;;;;
PCOP;511802;X;511802;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC domestic transf;HSBC domestic transfers issued;HSBC DOMESTIC TRANSFERS I;;;;;;;
PCOP;511803;X;511803;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Issued debit;Issued debit;ISSUED DEBIT;;;;;;;
PCOP;511810;X;511810;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Foreign transfers is;Foreign transfers issued;FOREIGN TRANSFERS ISSUED;;;;;;;
PCOP;511811;X;511811;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG foreign transfers;SG foreign transfers issued;SG FOREIGN TRANSFERS ISSU;;;;;;;
PCOP;511812;X;511812;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC foreign transfe;HSBC foreign transfers issued;HSBC FOREIGN TRANSFERS IS;;;;;;;
PCOP;511813;X;511813;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC foreign transfer;BIC foreign transfer issued;BIC FOREIGN TRANSFER ISSU;;;;;;;
PCOP;511900;X;511900;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Withdrawals;Withdrawals;WITHDRAWALS;;;;;;;
PCOP;511901;X;511901;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;SG withdrawals issue;SG withdrawals issued;SG WITHDRAWALS ISSUED;;;;;;;
PCOP;511902;X;511902;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;HSBC withdrawals iss;HSBC withdrawals issued;HSBC WITHDRAWALS ISSUED;;;;;;;
PCOP;511903;X;511903;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;BIC withdrawals issu;BIC withdrawals issued;BIC WITHDRAWALS ISSUED;;;;;;;
PCOP;512100;X;512100;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Credit Agricole;Credit Agricole;CREDIT AGRICOLE;;;;;;;
PCOP;512101;X;512101;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Société Générale;Société Générale;SOCIÉTÉ GÉNÉRALE;;;;;;;
PCOP;512102;X;512102;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;UBS Euro current acc;UBS Euro current account;UBS EURO CURRENT ACCOUNT;;;;;;;
PCOP;512103;X;512103;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Savings Bank;Savings Bank;SAVINGS BANK;;;;;;;
PCOP;512104;X;512104;;25.06.2009;JCO;;SAKO;;;;;;;;;BNP Euro current acc;BNP Euro current account;BNP EURO CURRENT ACCOUNT;;;;;;;
PCOP;512105;X;512105;;12.01.2012;PDUP;;FIN.;;;;;;;;;SG INDIVIS;SOCIETE GENERALE INDIVIS;SOCIETE GENERALE INDIVIS;;;;;;;
PCOP;512107;X;512107;;03.01.2013;PDUP;;SAKO;;;;;;;;;CIC;CIC;CIC;;;;;;;
PCOP;512110;X;512110;;01.06.2015;PDUP;;FIN.;;;;;;;;;SG COMPTE USD;SG FR76 3000 3016 7800 0200 7744 508 USD;SG FR76 3000 3016 7800 02;;;;;;;
PCOP;512152;X;512152;;02.05.2019;JGUE;;FIN.;;;;;;;;;SG COMPTE SGD;SG Compte SGD FR76 3000 3016 7800 0200 7;SG COMPTE SGD FR76 3000 3;;;;;;;
PCOP;512176;X;512176;;18.11.2020;JGUE;;SAKO;;;;;;;;;S.G Compte CHF;SG FR76 3000 3016 7800 0200 9747 655 CHF;SG FR76 3000 3016 7800 02;;;;;;;
PCOP;512177;X;512177;;19.01.2021;OMAL;;SAKO;;;;;;;;;CREDIT AGRICOLE FACT;CREDIT AGRICOLE FACTOR;CREDIT AGRICOLE FACTOR;;;;;;;
PCOP;512207;X;512207;;13.10.2021;JGUE;;SAKO;;;;;;;;;LCL;LCL Bank Account FR5430002056690000230814T85;LCL BANK ACCOUNT FR543000;;;;;;;
PCOP;512210;X;512210;;06.12.2021;JGUE;;SAKO;;;;;;;;;S.G Compte GBP;SG FR76 3000 3016 7800 0201 1605 205 GBP;SG FR76 3000 3016 7800 02;;;;;;;
PCOP;512234;X;512234;;01.06.2023;JGUE;;SAKO;;;;;;;;;CREDIT AGRICOLE FACT;CREDIT AGRICOLE FACTOR #2;CREDIT AGRICOLE FACTOR #2;;;;;;;
PCOP;512249;X;512249;;04.04.2024;JGUE;;SAKO;;;;;;;;;SG Compte CAD;SG CAD FR76 3000 3016 7800 0200 3245 745;SG CAD FR76 3000 3016 780;;;;;;;
PCOP;518600;X;518600;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Accrued interest pay;Accrued interest payable;ACCRUED INTEREST PAYABLE;;;;;;;
PCOP;518700;X;518700;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Accrued interest rec;Accrued interest receivable;ACCRUED INTEREST RECEIVAB;;;;;;;
PCOP;519800;X;519800;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Accrued interest on;Accrued interest on current bank loans;ACCRUED INTEREST ON CURRE;;;;;;;
PCOP;531100;X;531100;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Headquarters cash -;Headquarters cash - in euros;HEADQUARTERS CASH - IN EU;;;;;;;
PCOP;580000;X;580000;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Internal transfers;Internal transfers;INTERNAL TRANSFERS;;;;;;;
PCOP;580001;X;580001;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Internal transfers S;Internal transfers SG EUR;INTERNAL TRANSFERS SG EUR;;;;;;;
PCOP;580002;X;580002;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Internal transfers H;Internal transfers HSBC EUR;INTERNAL TRANSFERS HSBC E;;;;;;;
PCOP;580003;X;580003;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Internal transfers B;Internal transfers BIC EUR;INTERNAL TRANSFERS BIC EU;;;;;;;
PCOP;590800;X;590800;;25.03.2007;CCOCUELLE;;SAKO;;;;;;;;;Provision for deprec;Provision for depreciation - other securities and;PROVISION FOR DEPRECIATIO;;;;;;;
PCOP;603704;;603704;;25.03.2007;CCOCUELLE;X;MAT.;;;;;;;;;Merchandise revaluat;Merchandise revaluation - UMB;MERCHANDISE REVALUATION -;Profit & Loss;EBIT;EBITDA;;;;
PCOP;604000;;604000;;25.03.2007;CCOCUELLE;X;MAT.;;;;;;;;;Purchase of studies;Purchase of studies and services;PURCHASE OF STUDIES AND S;;;;;;;
PCOP;604005;;604005;;11.05.2011;PDUP;X;ERG.;;;;X;X;X;;;ACHATS MARGE IC;ACHATS PRESTATION EN MARGE INTERCOMPAGNI;ACHATS PRESTATION EN MARG;;;;;;;
PCOP;604100;;604100;;16.07.2008;JCO;X;ERG.;;;;;;;;;Service purchases;Service purchases;SERVICE PURCHASES;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Contractors
PCOP;604105;;604105;;06.07.2012;PDUP;X;ERG.;;;;;;;;;Intercompany service;Intercompany service purchases;INTERCOMPANY SERVICE PURC;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Contractors
PCOP;604120;;604120;;23.01.2013;PDUP;X;ERG.;;;;;;;;;Publisher license ma;Publisher license maintenance;PUBLISHER LICENSE MAINTEN;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;License
PCOP;604125;;604125;;22.05.2015;PDUP;X;ERG.;;;;;;;;;LIC. MAINT INTERCO;LICENCE MAINTENANCE EDITEUR INTERCO;LICENCE MAINTENANCE EDITE;;;;;;;
PCOP;604130;;604130;;23.01.2013;PDUP;X;ERG.;;;;;;;;;Subcontracting - ser;Subcontracting - servers;SUBCONTRACTING - SERVERS;;;;;;;
PCOP;604140;;604140;;23.01.2013;PDUP;X;ERG.;;;;;;;;;Subcontracting - mis;Subcontracting - miscellaneous works;SUBCONTRACTING - MISCELLA;;;;;;;
PCOP;606100;;606100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Non-stock purchases;Non-stock purchases - other suppliers;NON-STOCK PURCHASES - OTH;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Consumable purchases
PCOP;606110;;606110;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Electricity purchase;Electricity purchases;ELECTRICITY PURCHASES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Consumable purchases
PCOP;606120;;606120;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Gas purchases;Gas purchases;GAS PURCHASES;;;;;;;
PCOP;606130;;606130;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Water purchases;Water purchases;WATER PURCHASES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Consumable purchases
PCOP;606300;;606300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Supplies and small e;Supplies and small equipment;SUPPLIES AND SMALL EQUIPM;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Consumable purchases
PCOP;606310;;606310;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;IT supplies;IT supplies;IT SUPPLIES;;;;;;;
PCOP;606330;;606330;;07.11.2008;JCO;X;ERG.;;;;;;;;;Small IT equipment a;Small IT equipment and materials;SMALL IT EQUIPMENT AND MA;;;;;;;
PCOP;606340;;606340;;09.07.2009;JCO;X;ERG.;;;;;;;;;Small office equipme;Small office equipment;SMALL OFFICE EQUIPMENT;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Consumable purchases
PCOP;606350;;606350;;14.10.2008;JCO;X;ERG.;;;;;;;;;Small office furnitu;Small office furniture;SMALL OFFICE FURNITURE;;;;;;;
PCOP;606400;;606400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Administrative suppl;Administrative supplies;ADMINISTRATIVE SUPPLIES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Consumable purchases
PCOP;606500;;606500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Fuel supplies;Fuel supplies;FUEL SUPPLIES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Consumable purchases
PCOP;606800;;606800;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Other materials and;Other materials and supplies;OTHER MATERIALS AND SUPPL;;;;;;;
PCOP;609200;;609200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts obtained o;Discounts obtained on purchases - other stock item;DISCOUNTS OBTAINED ON PUR;;;;;;;
PCOP;609400;;609400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts obtained o;Discounts obtained on purchases - studies and serv;DISCOUNTS OBTAINED ON PUR;;;;;;;
PCOP;609500;;609500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts obtained o;Discounts obtained on purchases - equipment and wo;DISCOUNTS OBTAINED ON PUR;;;;;;;
PCOP;609600;;609600;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Discounts obtained o;Discounts obtained on purchases - non-stock items;DISCOUNTS OBTAINED ON PUR;;;;;;;
PCOP;611000;;611000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Subcontracting - con;Subcontracting - consulting;SUBCONTRACTING - CONSULTI;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Cost of Sales;Partner Fees
PCOP;611005;;611005;;11.05.2011;PDUP;X;ERG.;;;;;;;;;Purchases of recharg;Purchases of recharged intercompany services;PURCHASES OF RECHARGED IN;Profit & Loss;EBIT;EBITDA;Operating Margin;Operating Expenses;Direct Cost;Contractors ICO
PCOP;611100;;611100;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;IT subcontracting;IT subcontracting;IT SUBCONTRACTING;;;;;;;
PCOP;611110;;611110;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Subcontracting - var;Subcontracting - various services;SUBCONTRACTING - VARIOUS;;;;;;;
PCOP;612200;;612200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Furniture leasing;Furniture leasing;FURNITURE LEASING;;;;;;;
PCOP;613200;;613200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Real estate rentals;Real estate rentals;REAL ESTATE RENTALS;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Rent Expenses
PCOP;613205;;613205;;11.05.2016;PDUP;X;ERG.;;;;;;;;;LOC IMMOBILIER IC;LOCATIONS IMMOBILIERES INTERCOMPAGNIE;LOCATIONS IMMOBILIERES IN;;;;;;;
PCOP;613300;;613300;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Vehicle rentals;Vehicle rentals;VEHICLE RENTALS;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Rent Expenses
PCOP;613400;;613400;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Equipment rentals;Equipment rentals;EQUIPMENT RENTALS;;;;;;;
PCOP;613410;X;613410;;01.06.2016;JGUE;;ERG.;;;;X;X;X;;;EX LOCATION COPIEURS;NE PLUS UTILISER;NE PLUS UTILISER;;;;;;;
PCOP;613420;;613420;;28.06.2016;JGUE;X;ERG.;;;;;;;;;LOCATION COPIEURS;LOCATION COPIEURS;LOCATION COPIEURS;;;;;;;
PCOP;613500;;613500;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Furniture rentals;Furniture rentals;FURNITURE RENTALS;;;;;;;
PCOP;613510;;613510;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;IT rentals - outsour;IT rentals - outsourcing;IT RENTALS - OUTSOURCING;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Indirect Cost;Rent Expenses
PCOP;614000;;614000;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Rental and co-owners;Rental and co-ownership charges;RENTAL AND CO-OWNERSHIP C;;;;;;;
PCOP;615200;;615200;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Maintenance of premi;Maintenance of premises;MAINTENANCE OF PREMISES;Profit & Loss;EBIT;EBITDA;EBITDA;General and Admin;Real Estate;Care and Maintenance
PCOP;615210;;615210;;25.03.2007;CCOCUELLE;X;ERG.;;;;;;;;;Repairs of premises;Repairs of premises;REPAIRS OF PREMISES;;;;;;;
